open,max,min,close
1.43285,1.43292,1.43278,1.43292
1.43293,1.43296,1.43287,1.43288
1.43275,1.43293,1.43258,1.43258
1.43278,1.43279,1.4327,1.43276
1.43277,1.43291,1.43277,1.43291
1.4329,1.43294,1.43276,1.43291
1.43278,1.43287,1.4323,1.43248
1.43241,1.43241,1.43229,1.43232
1.43272,1.43281,1.43266,1.43275
1.43272,1.43285,1.43269,1.43274
1.43285,1.43292,1.43278,1.43278
1.43278,1.43291,1.43278,1.43285
1.43284,1.4329,1.43277,1.43282
1.43289,1.43289,1.43279,1.43283
1.4328,1.4329,1.43278,1.4329
1.43286,1.43291,1.43276,1.43276
1.43287,1.43288,1.43254,1.43256
1.4325,1.4326,1.43246,1.4326
1.4328,1.43288,1.43265,1.43275
1.43271,1.4328,1.43269,1.43273
1.43262,1.43272,1.43231,1.43231
1.43218,1.43223,1.43206,1.4322
1.43257,1.43262,1.43246,1.43262
1.43259,1.43261,1.43244,1.4326
1.43281,1.43287,1.43268,1.43287
1.43269,1.43272,1.43265,1.43265
1.43286,1.43286,1.43254,1.43257
1.43248,1.43261,1.43246,1.43258
1.43282,1.43288,1.43275,1.43283
1.43274,1.43281,1.43249,1.43249
1.43283,1.43292,1.4328,1.43282
1.43066,1.43097,1.43044,1.43054
1.43056,1.43116,1.43037,1.43067
1.43053,1.43112,1.43031,1.4307
1.43061,1.43087,1.43013,1.43021
1.43024,1.43048,1.42993,1.43003
1.43022,1.43061,1.42978,1.43007
1.43008,1.43036,1.42956,1.42967
1.42976,1.43008,1.42972,1.43005
1.43006,1.43054,1.42975,1.42994
1.42984,1.43003,1.42945,1.42999
1.43003,1.4305,1.42977,1.42987
1.43021,1.43046,1.42976,1.43017
1.43,1.43016,1.42972,1.43005
1.4301,1.4306,1.42982,1.43014
1.43038,1.43062,1.42975,1.43012
1.42997,1.43077,1.42985,1.43012
1.43021,1.43043,1.42989,1.43018
1.43017,1.43064,1.43006,1.43031
1.43028,1.43054,1.43013,1.43034
1.43052,1.43099,1.43016,1.43058
1.43054,1.43111,1.43034,1.43066
1.43063,1.43077,1.43042,1.43074
1.4306,1.43074,1.4302,1.43034
1.43042,1.43094,1.43032,1.43046
1.43053,1.43075,1.43033,1.43046
1.4306,1.43082,1.43031,1.43063
1.4306,1.43114,1.43033,1.43048
1.43066,1.43105,1.43035,1.43052
1.43156,1.43187,1.43107,1.43162
1.43164,1.43195,1.43137,1.43167
1.43165,1.43198,1.43124,1.43157
1.43154,1.43178,1.43124,1.43171
1.43174,1.4318,1.43097,1.43159
1.43165,1.43189,1.43124,1.43143
1.43154,1.43177,1.43132,1.43155
1.43154,1.43182,1.43127,1.43157
1.43145,1.43175,1.43115,1.43153
1.43171,1.43203,1.43136,1.43199
1.43199,1.43252,1.43171,1.43215
1.43213,1.43255,1.43193,1.43225
1.43225,1.43237,1.43178,1.43205
1.43205,1.43219,1.43173,1.43204
1.43183,1.43206,1.43132,1.43166
1.43155,1.43187,1.43135,1.43174
1.43165,1.43176,1.43124,1.43147
1.43147,1.43149,1.43048,1.43058
1.43054,1.43084,1.43034,1.43056
1.43067,1.4308,1.43023,1.43053
1.43041,1.43108,1.43041,1.43086
1.43086,1.43106,1.43044,1.43054
1.43066,1.43085,1.43033,1.43064
1.43068,1.43098,1.43018,1.43038
1.43039,1.43078,1.43016,1.43059
1.43051,1.43066,1.43008,1.43028
1.43024,1.43045,1.42975,1.42995
1.42995,1.43028,1.42972,1.43015
1.43795,1.4382,1.43745,1.43784
1.43765,1.43799,1.43743,1.43775
1.43775,1.43848,1.43744,1.43834
